geracao,qtdFeatures,qtdParticulas,fitness
0,20,100,0.08751981036541889
1,20,100,0.08751981036541889
2,20,100,0.08751981036541889
3,20,100,0.08751981036541889
4,20,100,0.08751981036541889
5,20,100,0.08751981036541889
6,18,100,0.08618906808410276
7,18,100,0.08618906808410276
8,18,100,0.08618906808410276
9,18,100,0.08618906808410276
10,18,100,0.08618906808410276
11,18,100,0.08618906808410276
12,18,100,0.08618906808410276
13,18,100,0.08618906808410276
14,18,100,0.08618906808410276
15,18,100,0.08618906808410276
16,18,100,0.08618906808410276
17,18,100,0.08618906808410276
18,18,100,0.08618906808410276
19,18,100,0.08618906808410276
20,22,100,0.08299488143265676
21,22,100,0.08299488143265676
22,22,100,0.08299488143265676
23,22,100,0.08299488143265676
24,22,100,0.08299488143265676
25,17,100,0.07979140209138313
26,17,100,0.07979140209138313
27,17,100,0.07979140209138313
28,17,100,0.07979140209138313
29,17,100,0.07979140209138313
30,17,100,0.07979140209138313
31,17,100,0.07979140209138313
32,17,100,0.07979140209138313
33,17,100,0.07979140209138313
34,17,100,0.07979140209138313
35,17,100,0.07979140209138313
36,17,99,0.07979140209138313
37,17,100,0.07979140209138313
38,17,100,0.07979140209138313
39,17,100,0.07979140209138313
40,17,100,0.07979140209138313
41,17,100,0.07979140209138313
42,17,100,0.07979140209138313
43,17,100,0.07979140209138313
44,17,100,0.07979140209138313
45,17,100,0.07979140209138313
46,17,100,0.07979140209138313
47,17,100,0.07979140209138313
48,17,100,0.07979140209138313
49,17,100,0.07979140209138313
50,17,100,0.07979140209138313
51,17,100,0.07979140209138313
52,17,100,0.07979140209138313
53,17,100,0.07979140209138313
54,17,100,0.07979140209138313
55,17,100,0.07979140209138313
56,17,100,0.07979140209138313
57,17,100,0.07979140209138313
58,17,100,0.07979140209138313
59,17,100,0.07979140209138313
60,17,100,0.07979140209138313
61,17,100,0.07979140209138313
62,17,100,0.07979140209138313
63,17,100,0.07979140209138313
64,17,100,0.07979140209138313
65,17,100,0.07979140209138313
66,17,100,0.07979140209138313
67,17,100,0.07979140209138313
68,17,100,0.07979140209138313
69,17,100,0.07979140209138313
70,17,100,0.07979140209138313
71,17,100,0.07979140209138313
72,17,100,0.07979140209138313
73,17,100,0.07979140209138313
74,17,100,0.07979140209138313
75,17,100,0.07979140209138313
76,17,100,0.07979140209138313
77,17,100,0.07979140209138313
78,17,100,0.07979140209138313
79,17,100,0.07979140209138313
80,17,100,0.07979140209138313
81,17,100,0.07979140209138313
82,17,100,0.07979140209138313
83,17,100,0.07979140209138313
84,17,100,0.07979140209138313
85,17,100,0.07979140209138313
86,17,100,0.07979140209138313
87,17,100,0.07979140209138313
88,17,100,0.07979140209138313
89,17,100,0.07979140209138313
90,17,100,0.07979140209138313
91,17,100,0.07979140209138313
92,17,100,0.07979140209138313
93,17,100,0.07979140209138313
94,17,100,0.07979140209138313
95,17,100,0.07979140209138313
96,17,100,0.07979140209138313
97,17,100,0.07979140209138313
98,17,100,0.07979140209138313
99,17,100,0.07979140209138313
100,17,100,0.07979140209138313
101,17,100,0.07979140209138313
102,14,100,0.07828787069735299
103,14,100,0.07828787069735299
104,14,100,0.07828787069735299
105,14,100,0.07828787069735299
106,14,100,0.07828787069735299
107,14,100,0.07828787069735299
108,14,100,0.07828787069735299
109,14,100,0.07828787069735299
110,14,100,0.07828787069735299
111,14,100,0.07828787069735299
112,14,100,0.07828787069735299
113,14,100,0.07828787069735299
114,14,100,0.07828787069735299
115,14,100,0.07828787069735299
116,14,100,0.07828787069735299
117,14,100,0.07828787069735299
118,14,100,0.07828787069735299
119,14,100,0.07828787069735299
120,14,100,0.07828787069735299
121,14,100,0.07828787069735299
122,14,100,0.07828787069735299
123,14,100,0.07828787069735299
124,14,100,0.07828787069735299
125,14,100,0.07828787069735299
126,14,100,0.07828787069735299
127,14,100,0.07828787069735299
128,14,100,0.07828787069735299
129,14,100,0.07828787069735299
130,14,100,0.07828787069735299
131,14,100,0.07828787069735299
132,14,100,0.07828787069735299
133,14,100,0.07828787069735299
134,14,100,0.07828787069735299
135,14,100,0.07828787069735299
136,14,100,0.07828787069735299
137,14,100,0.07828787069735299
138,14,100,0.07828787069735299
139,14,100,0.07828787069735299
140,14,100,0.07828787069735299
141,14,100,0.07828787069735299
142,14,100,0.07828787069735299
143,14,100,0.07828787069735299
144,14,100,0.07828787069735299
145,14,100,0.07828787069735299
146,14,100,0.07828787069735299
147,14,100,0.07828787069735299
148,14,100,0.07828787069735299
149,14,100,0.07828787069735299
150,14,100,0.07828787069735299
