geracao,qtdFeatures,qtdParticulas,fitness
0,20,100,0.054473564692367304
1,20,40,0.054473564692367304
2,20,27,0.054473564692367304
3,20,14,0.054473564692367304
4,20,9,0.054473564692367304
5,20,6,0.054473564692367304
6,20,6,0.054473564692367304
7,20,3,0.054473564692367304
8,20,2,0.054473564692367304
9,20,3,0.054473564692367304
10,20,2,0.054473564692367304
11,20,3,0.054473564692367304
12,20,0,0.054473564692367304
13,20,0,0.054473564692367304
14,20,0,0.054473564692367304
15,20,0,0.054473564692367304
16,20,0,0.054473564692367304
17,20,0,0.054473564692367304
18,20,0,0.054473564692367304
19,20,0,0.054473564692367304
20,20,0,0.054473564692367304
21,20,0,0.054473564692367304
22,20,0,0.054473564692367304
23,20,0,0.054473564692367304
24,20,0,0.054473564692367304
25,20,0,0.054473564692367304
26,20,0,0.054473564692367304
27,20,0,0.054473564692367304
28,20,0,0.054473564692367304
29,20,0,0.054473564692367304
30,20,0,0.054473564692367304
31,20,0,0.054473564692367304
32,20,0,0.054473564692367304
33,20,0,0.054473564692367304
34,20,0,0.054473564692367304
35,20,0,0.054473564692367304
36,20,0,0.054473564692367304
37,20,0,0.054473564692367304
38,20,0,0.054473564692367304
39,20,0,0.054473564692367304
40,20,0,0.054473564692367304
41,20,0,0.054473564692367304
42,20,0,0.054473564692367304
43,20,0,0.054473564692367304
44,20,0,0.054473564692367304
45,20,0,0.054473564692367304
46,20,0,0.054473564692367304
47,20,0,0.054473564692367304
48,20,0,0.054473564692367304
49,20,0,0.054473564692367304
50,20,0,0.054473564692367304
51,20,0,0.054473564692367304
52,20,0,0.054473564692367304
53,20,0,0.054473564692367304
54,20,0,0.054473564692367304
55,20,0,0.054473564692367304
56,20,0,0.054473564692367304
57,20,0,0.054473564692367304
58,20,0,0.054473564692367304
59,20,0,0.054473564692367304
60,20,0,0.054473564692367304
61,20,0,0.054473564692367304
62,20,0,0.054473564692367304
63,20,0,0.054473564692367304
64,20,0,0.054473564692367304
65,20,0,0.054473564692367304
66,20,0,0.054473564692367304
67,20,0,0.054473564692367304
68,20,0,0.054473564692367304
69,20,0,0.054473564692367304
70,20,0,0.054473564692367304
71,20,0,0.054473564692367304
72,20,0,0.054473564692367304
73,20,0,0.054473564692367304
74,20,0,0.054473564692367304
75,20,0,0.054473564692367304
76,20,0,0.054473564692367304
77,20,0,0.054473564692367304
78,20,0,0.054473564692367304
79,20,0,0.054473564692367304
80,20,0,0.054473564692367304
81,20,0,0.054473564692367304
82,20,0,0.054473564692367304
83,20,0,0.054473564692367304
84,20,0,0.054473564692367304
85,20,0,0.054473564692367304
86,20,0,0.054473564692367304
87,20,0,0.054473564692367304
88,20,0,0.054473564692367304
89,20,0,0.054473564692367304
90,20,0,0.054473564692367304
91,20,0,0.054473564692367304
92,20,0,0.054473564692367304
93,20,0,0.054473564692367304
94,20,0,0.054473564692367304
95,20,0,0.054473564692367304
96,20,0,0.054473564692367304
97,20,0,0.054473564692367304
98,20,0,0.054473564692367304
99,20,0,0.054473564692367304
100,20,0,0.054473564692367304
101,20,0,0.054473564692367304
102,20,0,0.054473564692367304
103,20,0,0.054473564692367304
104,20,0,0.054473564692367304
105,20,0,0.054473564692367304
106,20,0,0.054473564692367304
107,20,0,0.054473564692367304
108,20,0,0.054473564692367304
109,20,0,0.054473564692367304
110,20,0,0.054473564692367304
111,20,0,0.054473564692367304
112,20,0,0.054473564692367304
113,20,0,0.054473564692367304
114,20,0,0.054473564692367304
115,20,0,0.054473564692367304
116,20,0,0.054473564692367304
117,20,0,0.054473564692367304
118,20,0,0.054473564692367304
119,20,0,0.054473564692367304
120,20,0,0.054473564692367304
121,20,0,0.054473564692367304
122,20,0,0.054473564692367304
123,20,0,0.054473564692367304
124,20,0,0.054473564692367304
125,20,0,0.054473564692367304
126,20,0,0.054473564692367304
127,20,0,0.054473564692367304
128,20,0,0.054473564692367304
129,20,0,0.054473564692367304
130,20,0,0.054473564692367304
131,20,0,0.054473564692367304
132,20,0,0.054473564692367304
133,20,0,0.054473564692367304
134,20,0,0.054473564692367304
135,20,0,0.054473564692367304
136,20,0,0.054473564692367304
137,20,0,0.054473564692367304
138,20,0,0.054473564692367304
139,20,0,0.054473564692367304
140,20,0,0.054473564692367304
141,20,0,0.054473564692367304
142,20,0,0.054473564692367304
143,20,0,0.054473564692367304
144,20,0,0.054473564692367304
145,20,0,0.054473564692367304
146,20,0,0.054473564692367304
147,20,0,0.054473564692367304
148,20,0,0.054473564692367304
149,20,0,0.054473564692367304
150,20,0,0.054473564692367304
