geracao,qtdFeatures,qtdParticulas,fitness
0,11,100,0.10805011935390996
1,11,28,0.10805011935390996
2,11,26,0.10805011935390996
3,11,12,0.10805011935390996
4,11,10,0.10805011935390996
5,18,7,0.09117680578032039
6,18,2,0.09117680578032039
7,18,4,0.09117680578032039
8,18,9,0.09117680578032039
9,18,6,0.09117680578032039
10,18,1,0.09117680578032039
11,18,4,0.09117680578032039
12,18,3,0.09117680578032039
13,18,1,0.09117680578032039
14,18,3,0.09117680578032039
15,18,0,0.09117680578032039
16,18,2,0.09117680578032039
17,18,1,0.09117680578032039
18,18,0,0.09117680578032039
19,18,0,0.09117680578032039
20,18,0,0.09117680578032039
21,18,0,0.09117680578032039
22,18,0,0.09117680578032039
23,18,0,0.09117680578032039
24,18,0,0.09117680578032039
25,18,0,0.09117680578032039
26,18,0,0.09117680578032039
27,18,0,0.09117680578032039
28,18,0,0.09117680578032039
29,18,0,0.09117680578032039
30,18,0,0.09117680578032039
31,18,0,0.09117680578032039
32,18,0,0.09117680578032039
33,18,0,0.09117680578032039
34,18,0,0.09117680578032039
35,18,0,0.09117680578032039
36,18,0,0.09117680578032039
37,18,0,0.09117680578032039
38,18,0,0.09117680578032039
39,18,0,0.09117680578032039
40,18,0,0.09117680578032039
41,18,0,0.09117680578032039
42,18,0,0.09117680578032039
43,18,0,0.09117680578032039
44,18,0,0.09117680578032039
45,18,0,0.09117680578032039
46,18,0,0.09117680578032039
47,18,0,0.09117680578032039
48,18,0,0.09117680578032039
49,18,0,0.09117680578032039
50,18,0,0.09117680578032039
51,18,0,0.09117680578032039
52,18,0,0.09117680578032039
53,18,0,0.09117680578032039
54,18,0,0.09117680578032039
55,18,0,0.09117680578032039
56,18,0,0.09117680578032039
57,18,0,0.09117680578032039
58,18,0,0.09117680578032039
59,18,0,0.09117680578032039
60,18,0,0.09117680578032039
61,18,0,0.09117680578032039
62,18,0,0.09117680578032039
63,18,0,0.09117680578032039
64,18,0,0.09117680578032039
65,18,0,0.09117680578032039
66,18,0,0.09117680578032039
67,18,0,0.09117680578032039
68,18,0,0.09117680578032039
69,18,0,0.09117680578032039
70,18,0,0.09117680578032039
71,18,0,0.09117680578032039
72,18,0,0.09117680578032039
73,18,0,0.09117680578032039
74,18,0,0.09117680578032039
75,18,0,0.09117680578032039
76,18,0,0.09117680578032039
77,18,0,0.09117680578032039
78,18,0,0.09117680578032039
79,18,0,0.09117680578032039
80,18,0,0.09117680578032039
81,18,0,0.09117680578032039
82,18,0,0.09117680578032039
83,18,0,0.09117680578032039
84,18,0,0.09117680578032039
85,18,0,0.09117680578032039
86,18,0,0.09117680578032039
87,18,0,0.09117680578032039
88,18,0,0.09117680578032039
89,18,0,0.09117680578032039
90,18,0,0.09117680578032039
91,18,0,0.09117680578032039
92,18,0,0.09117680578032039
93,18,0,0.09117680578032039
94,18,0,0.09117680578032039
95,18,0,0.09117680578032039
96,18,0,0.09117680578032039
97,18,0,0.09117680578032039
98,18,0,0.09117680578032039
99,18,0,0.09117680578032039
100,18,0,0.09117680578032039
101,18,0,0.09117680578032039
102,18,0,0.09117680578032039
103,18,0,0.09117680578032039
104,18,0,0.09117680578032039
105,18,0,0.09117680578032039
106,18,0,0.09117680578032039
107,18,0,0.09117680578032039
108,18,0,0.09117680578032039
109,18,0,0.09117680578032039
110,18,0,0.09117680578032039
111,18,0,0.09117680578032039
112,18,0,0.09117680578032039
113,18,0,0.09117680578032039
114,18,0,0.09117680578032039
115,18,0,0.09117680578032039
116,18,0,0.09117680578032039
117,18,0,0.09117680578032039
118,18,0,0.09117680578032039
119,18,0,0.09117680578032039
120,18,0,0.09117680578032039
121,18,0,0.09117680578032039
122,18,0,0.09117680578032039
123,18,0,0.09117680578032039
124,18,0,0.09117680578032039
125,18,0,0.09117680578032039
126,18,0,0.09117680578032039
127,18,0,0.09117680578032039
128,18,0,0.09117680578032039
129,18,0,0.09117680578032039
130,18,0,0.09117680578032039
131,18,0,0.09117680578032039
132,18,0,0.09117680578032039
133,18,0,0.09117680578032039
134,18,0,0.09117680578032039
135,18,0,0.09117680578032039
136,18,0,0.09117680578032039
137,18,0,0.09117680578032039
138,18,0,0.09117680578032039
139,18,0,0.09117680578032039
140,18,0,0.09117680578032039
141,18,0,0.09117680578032039
142,18,0,0.09117680578032039
143,18,0,0.09117680578032039
144,18,0,0.09117680578032039
145,18,0,0.09117680578032039
146,18,0,0.09117680578032039
147,18,0,0.09117680578032039
148,18,0,0.09117680578032039
149,18,0,0.09117680578032039
150,18,0,0.09117680578032039
