geracao,qtdFeatures,qtdParticulas,fitness
0,16,100,0.09529350325707531
1,16,86,0.09529350325707531
2,15,62,0.09182074584769673
3,15,54,0.09182074584769673
4,17,54,0.08874889126429997
5,15,51,0.0859172367671911
6,13,51,0.07706672412554771
7,13,56,0.07706672412554771
8,13,54,0.07706672412554771
9,13,56,0.07706672412554771
10,13,55,0.07706672412554771
11,13,51,0.07706672412554771
12,13,54,0.07706672412554771
13,13,53,0.07706672412554771
14,13,52,0.07706672412554771
15,13,54,0.07706672412554771
16,12,52,0.07481518960136468
17,12,58,0.07481518960136468
18,12,52,0.07481518960136468
19,12,53,0.07481518960136468
20,12,55,0.07481518960136468
21,12,53,0.07481518960136468
22,12,56,0.07481518960136468
23,12,53,0.07481518960136468
24,12,52,0.07481518960136468
25,12,52,0.07481518960136468
26,12,50,0.07481518960136468
27,12,56,0.07481518960136468
28,12,55,0.07481518960136468
29,12,51,0.07481518960136468
30,12,54,0.07481518960136468
31,12,54,0.07481518960136468
32,12,53,0.07481518960136468
33,12,55,0.07481518960136468
34,12,56,0.07481518960136468
35,12,50,0.07481518960136468
36,12,53,0.07481518960136468
37,12,54,0.07481518960136468
38,12,54,0.07481518960136468
39,12,54,0.07481518960136468
40,12,53,0.07481518960136468
41,12,54,0.07481518960136468
42,12,51,0.07481518960136468
43,12,52,0.07481518960136468
44,12,51,0.07481518960136468
45,12,54,0.07481518960136468
46,12,51,0.07481518960136468
47,12,54,0.07481518960136468
48,12,54,0.07481518960136468
49,12,51,0.07481518960136468
50,12,53,0.07481518960136468
51,12,54,0.07481518960136468
52,12,51,0.07481518960136468
53,13,52,0.060295168447145775
54,13,53,0.060295168447145775
55,13,55,0.060295168447145775
56,13,52,0.060295168447145775
57,13,51,0.060295168447145775
58,13,56,0.060295168447145775
59,13,55,0.060295168447145775
60,13,53,0.060295168447145775
61,13,52,0.060295168447145775
62,13,53,0.060295168447145775
63,13,53,0.060295168447145775
64,13,55,0.060295168447145775
65,13,54,0.060295168447145775
66,13,52,0.060295168447145775
67,13,55,0.060295168447145775
68,13,53,0.060295168447145775
69,13,55,0.060295168447145775
70,13,55,0.060295168447145775
71,13,52,0.060295168447145775
72,13,51,0.060295168447145775
73,13,53,0.060295168447145775
74,13,53,0.060295168447145775
75,13,52,0.060295168447145775
76,13,55,0.060295168447145775
77,13,53,0.060295168447145775
78,13,52,0.060295168447145775
79,13,54,0.060295168447145775
80,13,52,0.060295168447145775
81,13,52,0.060295168447145775
82,13,52,0.060295168447145775
83,13,52,0.060295168447145775
84,13,53,0.060295168447145775
85,13,55,0.060295168447145775
86,13,54,0.060295168447145775
87,13,53,0.060295168447145775
88,13,51,0.060295168447145775
89,13,57,0.060295168447145775
90,13,52,0.060295168447145775
91,13,54,0.060295168447145775
92,13,52,0.060295168447145775
93,13,52,0.060295168447145775
94,13,54,0.060295168447145775
95,13,50,0.060295168447145775
96,13,57,0.060295168447145775
97,13,53,0.060295168447145775
98,13,54,0.060295168447145775
99,13,52,0.060295168447145775
100,13,53,0.060295168447145775
101,13,52,0.060295168447145775
102,13,53,0.060295168447145775
103,13,53,0.060295168447145775
104,13,55,0.060295168447145775
105,13,54,0.060295168447145775
106,13,54,0.060295168447145775
107,13,55,0.060295168447145775
108,13,53,0.060295168447145775
109,13,52,0.060295168447145775
110,13,54,0.060295168447145775
111,13,51,0.060295168447145775
112,13,55,0.060295168447145775
113,13,52,0.060295168447145775
114,13,53,0.060295168447145775
115,13,52,0.060295168447145775
116,13,55,0.060295168447145775
117,13,54,0.060295168447145775
118,13,52,0.060295168447145775
119,13,50,0.060295168447145775
120,13,52,0.060295168447145775
121,13,54,0.060295168447145775
122,13,52,0.060295168447145775
123,13,58,0.060295168447145775
124,13,52,0.060295168447145775
125,13,53,0.060295168447145775
126,13,52,0.060295168447145775
127,13,53,0.060295168447145775
128,13,55,0.060295168447145775
129,13,56,0.060295168447145775
130,13,54,0.060295168447145775
131,13,54,0.060295168447145775
132,13,52,0.060295168447145775
133,13,53,0.060295168447145775
134,13,56,0.060295168447145775
135,13,56,0.060295168447145775
136,13,50,0.060295168447145775
137,13,57,0.060295168447145775
138,13,55,0.060295168447145775
139,13,54,0.060295168447145775
140,13,55,0.060295168447145775
141,13,50,0.060295168447145775
142,13,52,0.060295168447145775
143,13,53,0.060295168447145775
144,13,53,0.060295168447145775
145,13,50,0.060295168447145775
146,13,55,0.060295168447145775
147,13,53,0.060295168447145775
148,13,52,0.060295168447145775
149,13,52,0.060295168447145775
150,13,52,0.060295168447145775
